assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
21750768,18155946,Maulisia mauli,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Maulisia,mauli,,,,"Parr, 1960",Least Concern,,3.1,Unknown,Global
21804214,21108245,Maulisia microlepis,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Maulisia,microlepis,,,,"Sazonov &amp; Golovan, 1976",Least Concern,,3.1,Unknown,Global
21842538,163979,Utricularia australis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LENTIBULARIACEAE,Utricularia,australis,,,,R.Br.,Least Concern,,3.1,Unknown,Global
21907090,18155949,Normichthys operosus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Normichthys,operosus,,,,"Parr, 1951",Least Concern,,3.1,Decreasing,Global
21907817,198606,Diplecogaster bimaculata,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Diplecogaster,bimaculata,,,,"(Bonnaterre, 1788)",Least Concern,,3.1,Unknown,Global
21907837,198776,Lepadogaster purpurea,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Lepadogaster,purpurea,,,,"(Bonnaterre, 1788)",Least Concern,,3.1,Unknown,Global
21908841,190217,Platytroctes apus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Platytroctes,apus,,,,"Günther, 1878",Least Concern,,3.1,Unknown,Global
21909184,21132898,Aristostomias polydactylus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Aristostomias,polydactylus,,,,"Regan &amp; Trewavas, 1930",Least Concern,,3.1,Unknown,Global
21909189,21132901,Aristostomias xenostoma,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Aristostomias,xenostoma,,,,"Regan &amp; Trewavas, 1930",Least Concern,,3.1,Unknown,Global
21909199,18256447,Astronesthes gemmifer,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Astronesthes,gemmifer,,,,"Goode &amp; Bean, 1896",Data Deficient,,3.1,Unknown,Global
21909209,190229,Astronesthes leucopogon,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Astronesthes,leucopogon,,,,"Regan &amp; Trewavas, 1929",Least Concern,,3.1,Unknown,Global
21909254,18256458,Bathophilus digitatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Bathophilus,digitatus,,,,"(Welsh, 1923)",Least Concern,,3.1,Unknown,Global
21909264,21132935,Bathophilus longipinnis,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Bathophilus,longipinnis,,,,"(Pappenheim, 1912)",Least Concern,,3.1,Unknown,Global
21909269,198761,Bathophilus nigerrimus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Bathophilus,nigerrimus,,,,"Giglioli, 1882",Least Concern,,3.1,Unknown,Global
21909274,21132953,Bathophilus pawneei,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Bathophilus,pawneei,,,,"Parr, 1927",Least Concern,,3.1,Unknown,Global
21909314,190324,Chauliodus sloani,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Chauliodus,sloani,,,,"Bloch &amp; Schneider, 1801",Least Concern,,3.1,Unknown,Global
21909324,18256560,Echiostoma barbatum,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Echiostoma,barbatum,,,,"Lowe, 1843",Least Concern,,3.1,Unknown,Global
21909344,21132986,Eustomias enbarbatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Eustomias,enbarbatus,,,,"Welsh, 1923",Least Concern,,3.1,Unknown,Global
21909354,21132989,Eustomias fissibarbis,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Eustomias,fissibarbis,,,,"(Pappenheim, 1912)",Least Concern,,3.1,Unknown,Global
21909379,18256943,Eustomias obscurus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Eustomias,obscurus,,,,"Vaillant, 1884",Least Concern,,3.1,Unknown,Global
21909404,21133018,Grammatostomias dentatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Grammatostomias,dentatus,,,,"Goode &amp; Bean, 1896",Least Concern,,3.1,Unknown,Global
21909424,18257269,Leptostomias gladiator,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Leptostomias,gladiator,,,,"(Zugmayer, 1911)",Least Concern,,3.1,Unknown,Global
21909434,21133039,Leptostomias longibarba,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Leptostomias,longibarba,,,,"Regan &amp; Trewavas, 1930",Least Concern,,3.1,Unknown,Global
21909439,190149,Malacosteus niger,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Malacosteus,niger,,,,"Ayres, 1848",Least Concern,,3.1,Unknown,Global
21909444,18257303,Melanostomias bartonbeani,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Melanostomias,bartonbeani,,,,"Parr, 1927",Least Concern,,3.1,Unknown,Global
21909449,190103,Melanostomias biseriatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Melanostomias,biseriatus,,,,"Regan &amp; Trewavas, 1930",Least Concern,,3.1,Unknown,Global
21909469,21133050,Melanostomias tentaculatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Melanostomias,tentaculatus,,,,"(Regan &amp; Trewavas, 1930)",Least Concern,,3.1,Unknown,Global
21909474,18257331,Neonesthes capensis,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Neonesthes,capensis,,,,"(Gilchrist &amp; von Bonde, 1924)",Least Concern,,3.1,Unknown,Global
21909500,18257417,Pachystomias microdon,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Pachystomias,microdon,,,,"(Günther, 1878)",Least Concern,,3.1,Unknown,Global
21909505,21133091,Photonectes braueri,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Photonectes,braueri,,,,"(Zugmayer, 1913)",Least Concern,,3.1,Unknown,Global
21909520,21133108,Photonectes margarita,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Photonectes,margarita,,,,"(Goode &amp; Bean, 1896)",Least Concern,,3.1,Unknown,Global
21909525,21133116,Photonectes mirabilis,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Photonectes,mirabilis,,,,"Parr, 1927",Least Concern,,3.1,Unknown,Global
21909530,190302,Photostomias guernei,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Photostomias,guernei,,,,"Collett, 1889",Least Concern,,3.1,Unknown,Global
21909535,18257501,Rhadinesthes decimus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Rhadinesthes,decimus,,,,"(Zugmayer, 1911)",Least Concern,,3.1,Unknown,Global
21909545,198563,Stomias boa,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Stomias,boa,,,,"(Risso, 1810)",Least Concern,,3.1,Unknown,Global
21909582,21133167,Thysanactis dentex,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Thysanactis,dentex,,,,"Regan &amp; Trewavas, 1930",Least Concern,,3.1,Unknown,Global
21910080,21110276,Barbourisia rufa,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,BARBOURISIIDAE,Barbourisia,rufa,,,,"Parr, 1945",Least Concern,,3.1,Unknown,Global
21910085,198578,Beryx decadactylus,ANIMALIA,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,BERYCIDAE,Beryx,decadactylus,,,,"Cuvier, 1829",Least Concern,,3.1,Unknown,Global
21910100,198633,Callanthias ruber,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CALLANTHIIDAE,Callanthias,ruber,,,,"(Rafinesque, 1810)",Least Concern,,3.1,Unknown,Global
21910105,198634,Callionymus lyra,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CALLIONYMIDAE,Callionymus,lyra,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
21910110,198640,Campogramma glaycos,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CARANGIDAE,Campogramma,glaycos,,,,"(Lacepède, 1801)",Least Concern,,3.1,Stable,Global
21910115,198557,Capros aper,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CAPROIDAE,Capros,aper,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
21910125,18127741,Ceratias holboelli,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,CERATIIDAE,Ceratias,holboelli,,,,"Krøyer, 1845",Least Concern,,3.1,Unknown,Global
21910135,190064,Chaunax pictus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,CHAUNACIDAE,Chaunax,pictus,,,,"Lowe, 1846",Least Concern,,3.1,Unknown,Global
21910480,190067,Cryptopsaras couesii,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,CERATIIDAE,Cryptopsaras,couesii,,,,"Gill, 1883",Least Concern,,3.1,Unknown,Global
21910485,190137,Diretmichthys parini,ANIMALIA,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,DIRETMIDAE,Diretmichthys,parini,,,,"(Post &amp; Quéro, 1981)",Least Concern,,3.1,Unknown,Global
21910515,18127836,Himantolophus groenlandicus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,HIMANTOLOPHIDAE,Himantolophus,groenlandicus,,,,"Reinhardt, 1837",Least Concern,,3.1,Unknown,Global
21910520,21112889,Linophryne arborifera,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,LINOPHRYNIDAE,Linophryne,arborifera,,,,"Regan, 1925",Least Concern,,3.1,Unknown,Global
21910525,21112898,Linophryne pennibarbata,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,LINOPHRYNIDAE,Linophryne,pennibarbata,,,,"Bertelsen, 1980",Least Concern,,3.1,Unknown,Global
21911220,198609,Lophius budegassa,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,LOPHIIDAE,Lophius,budegassa,,,,"Spinola, 1807",Data Deficient,,3.1,Unknown,Global
21911225,198610,Lophius piscatorius,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,LOPHIIDAE,Lophius,piscatorius,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
21911455,18127840,Melanocetus johnsonii,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,MELANOCETIDAE,Melanocetus,johnsonii,,,,"Günther, 1864",Least Concern,,3.1,Unknown,Global
21911475,21112632,Radiicephalus elongatus,ANIMALIA,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,RADIICEPHALIDAE,Radiicephalus,elongatus,,,,"Osório, 1917",Least Concern,,3.1,Unknown,Global
21911495,198608,Trachipterus trachypterus,ANIMALIA,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,TRACHIPTERIDAE,Trachipterus,trachypterus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Unknown,Global
21913001,198671,Dicentrarchus punctatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MORONIDAE,Dicentrarchus,punctatus,,,,"(Bloch, 1792)",Least Concern,,3.1,Unknown,Global
21913398,198660,Gobius cruentatus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobius,cruentatus,,,,"Gmelin, 1789",Least Concern,,3.1,Stable,Global
21913403,198570,Gobius niger,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobius,niger,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
21913408,198662,Gobius paganellus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobius,paganellus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
21913438,190285,Ichthyococcus ovatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,PHOSICHTHYIDAE,Ichthyococcus,ovatus,,,,"(Cocco, 1838)",Least Concern,,3.1,Unknown,Global
21913448,198665,Lesueurigobius friesii,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Lesueurigobius,friesii,,,,"(Malm, 1874)",Least Concern,,3.1,Unknown,Global
21913493,18158583,Nesiarchus nasutus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,GEMPYLIDAE,Nesiarchus,nasutus,,,,"Johnson, 1862",Least Concern,,3.1,Stable,Global
21913513,190087,Pollichthys mauli,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,PHOSICHTHYIDAE,Pollichthys,mauli,,,,"(Poll, 1953)",Least Concern,,3.1,Unknown,Global
21913553,198758,Vinciguerria attenuata,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,PHOSICHTHYIDAE,Vinciguerria,attenuata,,,,"(Cocco, 1838)",Least Concern,,3.1,Unknown,Global
21913578,21132856,Yarrella blackfordi,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,PHOSICHTHYIDAE,Yarrella,blackfordi,,,,"Goode &amp; Bean, 1896",Least Concern,,3.1,Stable,Global
21913654,18253276,Argyropelecus aculeatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Argyropelecus,aculeatus,,,,"Valenciennes, 1850",Least Concern,,3.1,Unknown,Global
21913659,190118,Argyropelecus affinis,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Argyropelecus,affinis,,,,"Garman, 1899",Least Concern,,3.1,Unknown,Global
21913664,18253282,Argyropelecus gigas,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Argyropelecus,gigas,,,,"Norman, 1930",Least Concern,,3.1,Unknown,Global
21913744,18253287,Argyropelecus olfersii,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Argyropelecus,olfersii,,,,"(Cuvier, 1829)",Least Concern,,3.1,Unknown,Global
21913754,198760,Maurolicus muelleri,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Maurolicus,muelleri,,,,"(Gmelin, 1789)",Least Concern,,3.1,Unknown,Global
21913860,18253296,Sternoptyx diaphana,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Sternoptyx,diaphana,,,,"Hermann, 1781",Least Concern,,3.1,Unknown,Global
21913870,190145,Sternoptyx pseudobscura,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Sternoptyx,pseudobscura,,,,"Baird, 1971",Least Concern,,3.1,Unknown,Global
21913883,18253303,Valenciennellus tripunctulatus,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Valenciennellus,tripunctulatus,,,,"(Esmark, 1871)",Least Concern,,3.1,Unknown,Global
21913965,21132822,Melamphaes simus,ANIMALIA,CHORDATA,STEPHANOBERYCIFORMES,ACTINOPTERYGII,MELAMPHAIDAE,Melamphaes,simus,,,,"Ebeling, 1962",Least Concern,,3.1,Unknown,Global
21913970,190239,Poromitra crassiceps,ANIMALIA,CHORDATA,STEPHANOBERYCIFORMES,ACTINOPTERYGII,MELAMPHAIDAE,Poromitra,crassiceps,,,,"(Günther, 1878)",Least Concern,,3.1,Unknown,Global
21914161,198571,Centrolophus niger,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CENTROLOPHIDAE,Centrolophus,niger,,,,"(Gmelin, 1789)",Least Concern,,3.1,Unknown,Global
21914202,190310,Chiasmodon niger,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHIASMODONTIDAE,Chiasmodon,niger,,,,"Johnson, 1864",Least Concern,,3.1,Unknown,Global
21914740,21113904,Kali indica,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHIASMODONTIDAE,Kali,indica,,,,"Lloyd, 1909",Least Concern,,3.1,Unknown,Global
21931000,18127641,Trachipterus arcticus,ANIMALIA,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,TRACHIPTERIDAE,Trachipterus,arcticus,,,,"(Brünnich, 1788)",Least Concern,,3.1,Unknown,Global
21972794,19518,Rhinolophus hipposideros,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,hipposideros,,,,"(Bechstein, 1800)",Least Concern,,3.1,Decreasing,Global
21973253,19517,Rhinolophus ferrumequinum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,,,,"(Schreber, 1774)",Least Concern,,3.1,Decreasing,Global
21990234,136649,Pipistrellus pygmaeus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,pygmaeus,,,,"(Leach, 1825)",Least Concern,,3.1,Unknown,Global
22015682,14920,Nyctalus noctula,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,noctula,,,,"(Schreber, 1774)",Least Concern,,3.1,Unknown,Global
22016159,14919,Nyctalus leisleri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,leisleri,,,,"(Kuhl, 1817)",Least Concern,,3.1,Unknown,Global
22029285,2553,Barbastella barbastellus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Barbastella,barbastellus,,,,"(Schreber, 1774)",Near Threatened,,3.1,Decreasing,Global
22051759,14133,Myotis myotis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,myotis,,,,"(Borkhausen, 1797)",Least Concern,,3.1,Stable,Global
22052250,14134,Myotis mystacinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,mystacinus,,,,"(Kuhl, 1817)",Least Concern,,3.1,Unknown,Global
22052584,85733032,Myotis nattereri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,nattereri,,,,"(Kuhl, 1817)",Least Concern,,3.1,Stable,Global
22053752,14123,Myotis bechsteinii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,bechsteinii,,,,"(Kuhl, 1817)",Near Threatened,,3.1,Decreasing,Global
22071456,22947,Vespertilio murinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Vespertilio,murinus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
22072380,44856,Hypsugo savii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Hypsugo,savii,,,,"Bonaparte, 1837",Least Concern,,3.1,Stable,Global
22132621,17316,Pipistrellus nathusii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,nathusii,,,,"(Keyserling &amp; Blasius, 1839)",Least Concern,,3.1,Unknown,Global
22155877,41788,Cervus nippon,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,nippon,,,,"Temminck, 1838",Least Concern,,3.1,Increasing,Global
22161386,42395,Capreolus capreolus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Capreolus,capreolus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
22163569,10329,Hydropotes inermis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Hydropotes,inermis,,,,"Swinhoe, 1870",Vulnerable,A2cd,3.1,Decreasing,Global
22245728,42462,Sciurus carolinensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,carolinensis,,,,"Gmelin, 1788",Least Concern,,3.1,Increasing,Global
22296429,29656,Crocidura suaveolens,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,suaveolens,,,,"(Pallas, 1811)",Least Concern,,3.1,Stable,Global
22320754,41481,Talpa europaea,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Talpa,europaea,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
22351133,13488,Microtus arvalis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,arvalis,,,,"(Pallas, 1778)",Least Concern,,3.1,Stable,Global
22372999,18155952,Sagamichthys schnakenbecki,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Sagamichthys,schnakenbecki,,,,"(Krefft, 1953)",Least Concern,,3.1,Unknown,Global
22476216,190147,Searsia koefoedi,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,PLATYTROCTIDAE,Searsia,koefoedi,,,,"Parr, 1937",Least Concern,,3.1,Unknown,Global
22515038,197086,Rajella fyllae,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Rajella,fyllae,,,,"(Lütken, 1887)",Least Concern,,3.1,Increasing,Global
22569935,175923,Epipactis palustris,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Epipactis,palustris,,,,(L.) Crantz,Least Concern,,3.1,Decreasing,Global
42307131,163974,Alisma lanceolatum,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ALISMATACEAE,Alisma,lanceolatum,,,,With.,Least Concern,,3.1,Stable,Global
42308818,164438,Butomus umbellatus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,BUTOMACEAE,Butomus,umbellatus,,,,L.,Least Concern,,3.1,Stable,Global
42310700,164093,Rorippa amphibia,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Rorippa,amphibia,,,,(L.) Besser,Least Concern,,3.1,Stable,Global
42311463,164449,Blysmus compressus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Blysmus,compressus,,,,(L.) Panzer ex Link,Least Concern,,3.1,Unknown,Global
42312759,164259,Carex elata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,elata,,,,All. ,Least Concern,,3.1,Stable,Global
42313146,164048,Carex flava,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,flava,,,,L.,Least Concern,,3.1,Unknown,Global
42313406,164262,Carex riparia,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,riparia,,,,Curtis,Least Concern,,3.1,Stable,Global
42313838,167845,Carex rostrata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,rostrata,,,,Stokes,Least Concern,,3.1,Stable,Global
42314491,164353,Eleocharis quinqueflora,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Eleocharis,quinqueflora,,,,(Hartmann) O.Schwarz,Least Concern,,3.1,Stable,Global
42314931,167859,Equisetum palustre,PLANTAE,TRACHEOPHYTA,EQUISETALES,POLYPODIOPSIDA,EQUISETACEAE,Equisetum,palustre,,,,L.,Least Concern,,3.1,Stable,Global
42315452,203004,Equisetum telmateia,PLANTAE,TRACHEOPHYTA,EQUISETALES,POLYPODIOPSIDA,EQUISETACEAE,Equisetum,telmateia,,,,Ehrh.,Least Concern,,3.1,Increasing,Global
42319125,167863,Glyceria maxima,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Glyceria,maxima,,,,(Hartm.) Holmb. ,Least Concern,,3.1,Stable,Global
42319751,163972,Lycopus europaeus,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Lycopus,europaeus,,,,L.,Least Concern,,3.1,Stable,Global
42321061,19210380,Scutellaria galericulata,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Scutellaria,galericulata,,,,L.,Least Concern,,3.1,Unknown,Global
42321506,164174,Groenlandia densa,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Groenlandia,densa,,,,(L.) Fourr.,Least Concern,,3.1,Stable,Global
42321925,167915,Caltha palustris,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Caltha,palustris,,,,L.,Least Concern,,3.1,Stable,Global
42323299,164499,Oenanthe fistulosa,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,APIACEAE,Oenanthe,fistulosa,,,,L.,Least Concern,,3.1,Stable,Global
42326782,163999,Iris pseudacorus,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,IRIDACEAE,Iris,pseudacorus,,,,L.,Least Concern,,3.1,Stable,Global
42327709,164109,Mentha suaveolens,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Mentha,suaveolens,,,, Ehrh.,Least Concern,,3.1,Stable,Global
42328740,164063,Lythrum junceum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Lythrum,junceum,,,,Banks &amp; Solander,Least Concern,,3.1,Stable,Global
42329075,164323,Lythrum salicaria,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Lythrum,salicaria,,,,L.,Least Concern,,3.1,Stable,Global
42330756,164339,Galium uliginosum,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Galium,uliginosum,,,,L.,Least Concern,,3.1,Unknown,Global
42331187,164136,Thelypteris palustris,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,THELYPTERIDACEAE,Thelypteris,palustris,,,,Schott,Least Concern,,3.1,Decreasing,Global
42331855,164301,Alisma gramineum,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ALISMATACEAE,Alisma,gramineum,,,,Lej.,Data Deficient,,3.1,Stable,Global
